Timestamp,Nama Tempat Makan,Lokasi Tempat Makan,Nama Menu,Kategori Tempat,Harga,Kategori Harga,Tujuan Makan,Lauk/Bahan Utama,Rasa,Waktu Makan,Waktu Makan
6/2/2026 23:39:17,Nasi Kuning Pasundan,Gondang,Nasi Putih + Ayam Geprek,Warteg,15000,Hemat,"Kenyang, Praktis","Nasi, Ayam","Pedas, Asin/Gurih",Makan Siang,
6/2/2026 23:40:21,Nasi Kuning Pasundan,Gondang,Nasi Gila,Warteg,15000,Hemat,"Kenyang, Praktis",Nasi,"Tidak Pedas, Asin/Gurih",Makan Siang,
6/2/2026 23:41:25,Nasi Kuning Pasundan,Gondang,Nasi Putih + SOP Daging Sapi,Warteg,13000,Hemat,"Kenyang, Cukup Sehat","Nasi, Daging","Tidak Pedas, Asin/Gurih",Makan Siang,
6/2/2026 23:42:29,Nasi Kuning Pasundan,Gondang,Nasi Putih + Cah Kangkung,Warteg,10000,Hemat,"Kenyang, Cukup Sehat","Nasi, Sayur","Tidak Pedas, Asin/Gurih",Makan Siang,
6/2/2026 23:43:33,Nasi Kuning Pasundan,Gondang,Nasi Putih + Cah Jamur,Warteg,11000,Hemat,"Kenyang, Cukup Sehat","Nasi, Sayur, Jamur","Tidak Pedas, Asin/Gurih",Makan Siang,
6/2/2026 23:44:37,Nasi Kuning Pasundan,Gondang,Indomie Rebus / Goreng Tante,Warteg,8000,Sangat Hemat,"Praktis, Kenyang",Mie,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 23:45:41,Nasi Kuning Pasundan,Gondang,Indomie Rebus / Goreng Intel,Warteg,11000,Hemat,"Praktis, Kenyang","Telur, Mie","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 23:46:45,Nasi Kuning Pasundan,Gondang,Mie Bangladesh,Warteg,16000,Sedang,"Praktis, Kenyang",Mie,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 23:47:49,Nasi Kuning Pasundan,Gondang,Mie Dok-Dok Original,Warteg,10000,Hemat,"Praktis, Kenyang",Mie,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 23:48:53,Nasi Kuning Pasundan,Gondang,Mie Dok-Dok Rendang,Warteg,11000,Hemat,"Praktis, Kenyang",Mie,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 23:49:57,Nasi Kuning Pasundan,Gondang,Mie Dok-Dok Aceh,Warteg,11000,Hemat,"Praktis, Kenyang",Mie,"Pedas, Asin/Gurih",Makan Malam,
6/2/2026 23:51:01,Nasi Kuning Pasundan,Gondang,Mie Tek-Tek,Warteg,10000,Hemat,"Praktis, Kenyang",Mie,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 23:52:05,Nasi Kuning Pasundan,Gondang,Nasi Goreng Telur,Warteg,11000,Hemat,"Kenyang, Praktis","Nasi, Telur","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 23:53:09,Nasi Kuning Pasundan,Gondang,Nasi Goreng Telur Ayam,Warteg,13000,Hemat,"Kenyang, Praktis","Nasi, Ayam, Telur","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 23:54:13,Nasi Kuning Pasundan,Gondang,Nasi Goreng Ayam Sosis,Warteg,15000,Hemat,"Kenyang, Praktis","Nasi, Ayam, Sosis","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 23:55:17,Nasi Kuning Pasundan,Gondang,Nasi Goreng Spesial,Warteg,16000,Sedang,"Kenyang, Praktis",Nasi,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 23:56:21,Nasi Kuning Pasundan,Gondang,Nasi Goreng Rendang,Warteg,12000,Hemat,"Kenyang, Praktis",Nasi,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 23:57:25,Nasi Kuning Pasundan,Gondang,Nasi Magelangan,Warteg,11000,Hemat,"Kenyang, Praktis",Nasi,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 23:58:29,Nasi Kuning Pasundan,Gondang,Nasi Magelangan Telur Ayam,Warteg,13000,Hemat,"Kenyang, Praktis","Nasi, Ayam, Telur","Tidak Pedas, Asin/Gurih",Makan Malam,
6/2/2026 23:59:33,Nasi Kuning Pasundan,Gondang,Nasi + Ayam Geprek Saos Korea,Warteg,17000,Sedang,"Kenyang, Praktis","Nasi, Ayam","Pedas, Asin/Gurih",Makan Siang,
6/3/2026 0:00:37,Nasi Kuning Pasundan,Gondang,Nasi + Ayam Geprek Saos Black Paper,Warteg,17000,Sedang,"Kenyang, Praktis","Nasi, Ayam","Pedas, Asin/Gurih",Makan Siang,
6/3/2026 0:01:41,Nasi Kuning Pasundan,Gondang,Nasi + Ayam Geprek Saos Teriyaki,Warteg,17000,Sedang,"Kenyang, Praktis","Nasi, Ayam","Pedas, Asin/Gurih",Makan Siang,
6/3/2026 0:02:45,Nasi Kuning Pasundan,Gondang,Nasi + Ayam Geprek Saos Keju,Warteg,17000,Sedang,"Kenyang, Praktis","Nasi, Ayam","Pedas, Asin/Gurih",Makan Siang,
6/3/2026 0:03:49,Nasi Kuning Pasundan,Gondang,Nasi + Ayam Geprek Saos BBQ,Warteg,17000,Sedang,"Kenyang, Praktis","Nasi, Ayam","Pedas, Asin/Gurih",Makan Siang,
6/3/2026 0:04:53,Burjo Motekar,Banjarsari,Bubur Kacang Ijo,Burjo,9000,Sangat Hemat,"Praktis, Cemilan","Bubur, Kacang Ijo",Manis,Sarapan,
6/3/2026 0:05:57,Burjo Motekar,Banjarsari,Bubur Ketan Hitam,Burjo,9000,Sangat Hemat,"Praktis, Cemilan","Bubur, Ketan Hitam",Manis,Sarapan,
6/3/2026 0:07:01,Burjo Motekar,Banjarsari,Mie Rebus Tante,Burjo,9000,Sangat Hemat,"Praktis, Kenyang",Mie,"Tidak Pedas, Asin/Gurih",Larut Malam,
6/3/2026 0:08:05,Burjo Motekar,Banjarsari,Mie Goreng Tante,Burjo,9000,Sangat Hemat,"Praktis, Kenyang",Mie,"Tidak Pedas, Asin/Gurih",Larut Malam,
6/3/2026 0:09:09,Burjo Motekar,Banjarsari,Nasi Ayam Bali,Burjo,15000,Hemat,"Kenyang, Praktis","Nasi, Ayam","Pedas, Asin/Gurih",Makan Siang,
6/3/2026 0:10:13,Burjo Motekar,Banjarsari,Nasi Ayam Geprek,Burjo,15000,Hemat,"Kenyang, Praktis","Nasi, Ayam","Pedas, Asin/Gurih",Makan Siang,
6/3/2026 0:11:17,Burjo Motekar,Banjarsari,Nasi Ayam Rica,Burjo,15000,Hemat,"Kenyang, Praktis","Nasi, Ayam","Pedas, Asin/Gurih",Makan Siang,
6/3/2026 0:12:21,Burjo Motekar,Banjarsari,Nasi Oseng Ayam,Burjo,15000,Hemat,"Kenyang, Praktis","Nasi, Ayam","Tidak Pedas, Asin/Gurih",Makan Siang,
6/3/2026 0:13:25,Burjo Motekar,Banjarsari,Nasi Oseng Ati,Burjo,15000,Hemat,"Kenyang, Praktis","Nasi, Jeroan","Tidak Pedas, Asin/Gurih",Makan Siang,
6/3/2026 0:14:29,Burjo Motekar,Banjarsari,Nasi Telur,Burjo,13000,Hemat,"Kenyang, Praktis","Nasi, Telur","Tidak Pedas, Asin/Gurih",Makan Siang,
6/3/2026 0:15:33,Burjo Motekar,Banjarsari,Nasi Goreng Telur,Burjo,14000,Hemat,"Kenyang, Praktis","Nasi, Telur","Tidak Pedas, Asin/Gurih",Makan Malam,
6/3/2026 0:16:37,Burjo Motekar,Banjarsari,Nasi Goreng Sosis,Burjo,16000,Sedang,"Kenyang, Praktis","Nasi, Sosis","Tidak Pedas, Asin/Gurih",Makan Malam,
6/3/2026 0:17:41,Burjo Motekar,Banjarsari,Nasi Goreng Ati,Burjo,16000,Sedang,"Kenyang, Praktis","Nasi, Jeroan","Tidak Pedas, Asin/Gurih",Makan Malam,
6/3/2026 0:18:45,Burjo Motekar,Banjarsari,Nasi Goreng Ayam,Burjo,16000,Sedang,"Kenyang, Praktis","Nasi, Ayam","Tidak Pedas, Asin/Gurih",Makan Malam,
6/3/2026 0:19:49,Burjo Motekar,Banjarsari,Nasi Sarden,Burjo,13000,Hemat,"Kenyang, Praktis","Nasi, Ikan, Sarden","Tidak Pedas, Asin/Gurih",Makan Siang,
6/3/2026 0:20:53,Burjo Motekar,Banjarsari,Nasi Orak-Arik Telur,Burjo,14000,Hemat,"Kenyang, Praktis","Nasi, Telur","Tidak Pedas, Asin/Gurih",Makan Siang,
6/3/2026 0:21:57,Burjo Motekar,Banjarsari,Nasi Orak-Arik Ayam,Burjo,16000,Sedang,"Kenyang, Praktis","Nasi, Ayam","Tidak Pedas, Asin/Gurih",Makan Siang,
6/3/2026 0:23:01,Burjo Motekar,Banjarsari,Nasi Orak-Arik Sosis,Burjo,16000,Sedang,"Kenyang, Praktis","Nasi, Sosis","Tidak Pedas, Asin/Gurih",Makan Siang,
6/3/2026 0:24:05,Burjo Motekar,Banjarsari,Nasi Orak-Arik Ati,Burjo,16000,Sedang,"Kenyang, Praktis","Nasi, Jeroan","Tidak Pedas, Asin/Gurih",Makan Siang,
6/3/2026 0:25:09,Burjo Motekar,Banjarsari,Nasi Magelangan,Burjo,15000,Hemat,"Kenyang, Praktis",Nasi,"Tidak Pedas, Asin/Gurih",Makan Malam,
6/3/2026 0:26:13,Burjo Motekar,Banjarsari,Nasi Omelet,Burjo,15000,Hemat,"Kenyang, Praktis","Nasi, Telur","Tidak Pedas, Asin/Gurih",Makan Siang,
6/3/2026 0:27:17,Burjo Motekar,Banjarsari,Mie Dog-Dog,Burjo,14000,Hemat,"Praktis, Kenyang",Mie,"Tidak Pedas, Asin/Gurih",Larut Malam,
6/3/2026 0:28:21,Burjo Motekar,Banjarsari,Mie Setan,Burjo,14000,Hemat,"Praktis, Kenyang",Mie,"Pedas, Asin/Gurih",Larut Malam,
